trip_id,customer_id,flight_number,airline_id,aircraft_id,airport_src,airport_dst,departure_time,departure_date,flight_duration,travel_class,seat_number,price
68,8432986,MH1615,3378,772B772,92,2,16:15:00,2018-03-04,7:13,business,22B,886
68,8432986,MH1730,3378,772B772,13,51,17:30:00,2018-03-17,7:13,business,39A,886
69,8432986,NU1145,2990,734B734,51,28,11:45:00,2018-08-03,1:57,business,40G,505
69,8432986,NU1800,2990,734B734,23,9,18:00:00,2018-08-13,1:57,economy,10A,105
70,8432986,UA1445,5209,744B744,2,36,14:45:00,2018-09-09,10:44,economy,10D,740
70,8432986,UA1100,5209,744B744,3,1,11:00:00,2018-09-30,10:44,business,26H,1140
71,1096030,ZL0615,4178,SF3SF34,75,52,06:15:00,2010-03-23,1:05,business,38J,442
71,1096030,ZL2145,4178,SF3SF34,27,25,21:45:00,2010-04-01,1:05,economy,2B,42
72,1096030,TL0900,338,E70E170,95,96,09:00:00,2014-01-14,1:02,economy,7F,39
72,1096030,TL0630,338,E70E170,76,94,06:30:00,2014-02-07,1:02,economy,6E,39
73,1096030,QF1615,4089,DH4DH8D,40,9,16:15:00,2017-01-04,1:43,economy,6G,89
73,1096030,QF1400,4089,DH3DH8C,100,88,14:00:00,2017-01-09,1:43,business,22F,489
74,1096030,TT1100,4937,320A320,1,98,11:00:00,2018-08-15,2:50,business,35A,569
74,1096030,TT1330,4937,320A320,70,100,13:30:00,2018-08-20,2:50,business,29I,569
75,1096030,TT1615,4937,320A320,13,92,16:15:00,2018-12-18,3:22,business,24A,608
75,1096030,TT1030,4937,320A320,46,8,10:30:00,2019-01-12,3:22,economy,5H,208
76,949994,VY1715,2439,320A320,102,47,17:15:00,2018-12-29,2:02,economy,3H,111
76,949994,VY0900,2439,320A320,79,13,09:00:00,2019-01-12,2:02,business,44D,511
77,5417436,CX1315,1680,77WB77W,68,60,13:15:00,2013-06-30,13:16,economy,2I,924
77,5417436,CX2015,1680,77WB77W,25,71,20:15:00,2013-07-30,13:16,business,18B,1324
78,5417436,AC1445,330,DH3DH8C,35,72,14:45:00,2015-10-20,0:49,economy,10C,23
78,5417436,AC1600,330,DH3DH8C,105,94,16:00:00,2015-11-10,0:49,business,20E,423
79,5417436,AC0745,330,BEHB190,23,97,07:45:00,2016-08-11,0:37,economy,2H,8
79,5417436,AC1515,330,BEHB190,5,15,15:15:00,2016-09-02,0:37,economy,9J,8
80,5417436,CU0945,1936,320A320,38,98,09:45:00,2017-12-23,3:35,business,27D,623
80,5417436,CU0900,1936,320A320,16,84,09:00:00,2018-01-22,3:35,business,11A,623
81,8907057,WF1645,5439,DH2DH8B,74,4,16:45:00,2016-04-19,1:01,economy,3J,38
81,8907057,WF1630,5439,DH2DH8B,100,50,16:30:00,2016-05-20,1:01,business,31G,438
82,8907057,WF1400,5439,DH4DH8D,74,83,14:00:00,2017-11-05,0:54,business,18I,429
82,8907057,WF1745,5439,DH4DH8D,17,38,17:45:00,2017-11-16,0:54,business,36D,429
83,8907057,WF1315,5439,DH1DH8A,51,46,13:15:00,2018-09-29,0:46,business,35I,419
83,8907057,WF2215,5439,DH1DH8A,90,100,22:15:00,2018-10-09,0:46,economy,9B,19
84,8907057,SK2045,4319,738B738,22,10,20:45:00,2018-11-23,1:53,economy,8A,101
84,8907057,SK1130,4319,736B736,16,14,11:30:00,2018-12-22,1:53,economy,3A,101
85,8907057,WF1645,5439,DH2DH8B,43,100,16:45:00,2018-12-29,1:01,business,18E,438
85,8907057,WF1630,5439,DH3DH8C,90,55,16:30:00,2019-01-17,1:01,business,13A,438
86,8521618,KL1830,3090,777,32,77,18:30:00,2010-07-23,11:59,economy,2F,831
86,8521618,KL1300,3090,777,79,60,13:00:00,2010-08-09,11:59,economy,2C,831
87,8521618,KL2100,3090,737,28,102,21:00:00,2017-12-09,4:30,business,21F,689
87,8521618,KL2115,3090,737,24,61,21:15:00,2017-12-21,4:30,economy,5D,289
88,8521618,KL1615,3090,F70F70,50,2,16:15:00,2018-12-11,1:08,economy,9E,46
88,8521618,KL0945,3090,F70F70,85,59,09:45:00,2018-12-21,1:08,business,36I,446
89,8521618,UA1215,5209,777,15,72,12:15:00,2018-12-26,10:30,business,30H,1124
89,8521618,UA1830,5209,777,72,10,18:30:00,2019-01-02,10:30,economy,10H,724
90,3668107,UA0615,5209,DH1DH8A,45,95,06:15:00,2017-05-31,1:07,business,39D,444
90,3668107,UA1700,5209,DH1DH8A,67,75,17:00:00,2017-07-01,1:07,economy,4F,44
91,3668107,UA1200,5209,738B738,38,55,12:00:00,2017-07-24,4:01,economy,6B,254
91,3668107,UA0900,5209,739B739,38,92,09:00:00,2017-08-12,4:01,business,25G,654
92,3668107,UA1130,5209,320A320,27,32,11:30:00,2018-03-22,5:00,economy,1A,326
92,3668107,UA2030,5209,320A320,9,12,20:30:00,2018-04-15,5:00,business,43C,726
93,3668107,AC1645,330,763B763,23,82,16:45:00,2018-12-19,11:13,economy,6H,775
93,3668107,AC0800,330,763B763,66,3,08:00:00,2019-01-06,11:13,business,43I,1175
94,9817263,SK0800,4319,717B712,39,20,08:00:00,2013-11-27,1:27,economy,1B,69
94,9817263,SK1030,4319,717B712,5,75,10:30:00,2013-12-12,1:27,economy,10A,69
95,9817263,WF1430,5439,DH3DH8C,79,41,14:30:00,2016-01-15,1:14,economy,8D,53
95,9817263,WF1400,5439,DH3DH8C,28,34,14:00:00,2016-02-06,1:14,economy,1J,53
96,9817263,DX1700,1954,SF3SF34,7,77,17:00:00,2018-08-05,0:53,business,40B,428
96,9817263,DX1915,1954,SF3SF34,100,46,19:15:00,2018-08-12,0:53,economy,4F,28
97,9817263,WF1000,5439,DH2DH8B,95,65,10:00:00,2018-10-17,0:48,business,37H,422
97,9817263,WF2100,5439,DH1DH8A,15,97,21:00:00,2018-11-11,0:48,business,13D,422
98,9817263,SK1800,4319,73GB737,50,10,18:00:00,2018-12-13,3:46,business,34D,636
98,9817263,SK0845,4319,73GB737,12,37,08:45:00,2019-01-11,3:46,business,17D,636
99,9243690,FR1300,4296,738B738,90,97,13:00:00,2011-11-20,1:43,business,12G,489
99,9243690,FR0800,4296,738B738,82,45,08:00:00,2011-12-16,1:43,economy,2H,89
100,9243690,RJ2000,4259,320A320,33,55,20:00:00,2018-09-14,4:10,economy,4D,265
100,9243690,RJ1330,4259,320A320,60,2,13:30:00,2018-09-26,4:10,business,33B,665
101,9243690,AB2245,214,738B738,89,62,22:45:00,2018-10-23,3:20,business,13C,606
101,9243690,AB1015,214,738B738,75,35,10:15:00,2018-11-01,3:20,business,22G,606
102,9243690,FR2115,4296,738B738,44,95,21:15:00,2018-12-25,2:56,business,23I,576
102,9243690,FR2145,4296,738B738,50,37,21:45:00,2019-01-05,2:56,economy,7H,176
103,8938185,AB1145,214,738B738,35,91,11:45:00,2018-11-11,2:36,economy,1C,152
103,8938185,AB1315,214,738B738,100,8,13:15:00,2018-12-12,2:36,business,40E,552
104,8938185,AB1330,214,738B738,98,100,13:30:00,2018-12-17,2:47,economy,4D,166
104,8938185,AB1100,214,738B738,60,90,11:00:00,2018-12-22,2:47,economy,5C,166
105,8938185,TU0945,4870,319A319,18,90,09:45:00,2018-12-29,6:01,economy,5B,400
105,8938185,TU1345,4870,319A319,48,45,13:45:00,2019-01-26,6:01,business,30F,800
106,3478960,U22100,2297,319A319,74,5,21:00:00,2016-01-29,2:14,business,11F,525
106,3478960,U20745,2297,319A319,63,16,07:45:00,2016-02-22,2:14,business,11I,525
107,3478960,RJ1415,4259,320A320,78,77,14:15:00,2018-04-12,0:47,business,34F,420
107,3478960,RJ0945,4259,319A319,5,10,09:45:00,2018-05-06,0:47,business,26B,420
108,3478960,VY2130,2439,320A320,37,65,21:30:00,2018-12-01,1:33,economy,8A,77
108,3478960,VY0845,2439,319A319,64,40,08:45:00,2018-12-30,1:33,economy,5J,77
109,7618975,Y71645,13088,AT5AT45,89,68,16:45:00,2011-05-12,1:35,business,42C,478
109,7618975,Y71700,13088,AT5AT45,46,87,17:00:00,2011-06-09,1:35,business,26H,478
110,7618975,HY1130,5281,320A320,16,1,11:30:00,2017-09-25,3:14,economy,10J,197
110,7618975,HY1430,5281,320A320,65,54,14:30:00,2017-10-05,3:14,economy,6B,197
111,7618975,6W1815,4805,E90E190,83,79,18:15:00,2018-11-20,3:15,economy,4F,199
111,7618975,6W0915,4805,E90E190,78,76,09:15:00,2018-12-18,3:15,economy,4D,199
112,7618975,S72045,4329,330,10,54,20:45:00,2018-12-27,5:06,business,16G,733
112,7618975,S71845,4329,330,14,5,18:45:00,2019-01-24,5:06,economy,5C,333
113,3633946,SU1500,130,320A320,67,72,15:00:00,2017-01-19,2:01,business,39D,509
113,3633946,SU2230,130,319A319,34,61,22:30:00,2017-01-24,2:01,economy,7I,109
114,3633946,YC1600,9828,CR2CRJ2,12,82,16:00:00,2018-02-18,2:36,business,31A,552
114,3633946,YC1830,9828,735B735,60,11,18:30:00,2018-03-08,2:36,business,23C,552
115,3633946,SU0645,130,333A333,89,30,06:45:00,2018-07-21,10:06,business,28C,1095
115,3633946,SU2100,130,333A333,98,56,21:00:00,2018-08-09,10:06,economy,1F,695
116,3633946,U62230,5234,320A320,7,8,22:30:00,2018-09-05,2:43,business,16I,561
116,3633946,U61000,5234,320A320,68,17,10:00:00,2018-09-11,2:43,business,39F,561
117,3633946,SZ1615,10122,737,63,55,16:15:00,2018-11-20,2:35,business,26C,551
117,3633946,SZ0645,10122,737,80,14,06:45:00,2018-12-11,2:35,economy,3B,151
118,3633946,6R0845,1340,738B738,103,30,08:45:00,2018-12-16,5:41,business,25D,775
118,3633946,6R1400,1340,738B738,103,71,14:00:00,2019-01-02,5:41,business,13H,775
119,5285926,AR1330,412,E90E190,14,54,13:30:00,2012-06-24,3:13,business,37F,596
119,5285926,AR1330,412,E90E190,49,55,13:30:00,2012-06-29,3:13,economy,4H,196
120,5285926,LA1500,3200,320A320,76,25,15:00:00,2015-09-28,1:18,economy,8J,58
120,5285926,LA1100,3200,320A320,62,6,11:00:00,2015-10-23,1:18,business,28H,458
121,5285926,AR1915,412,737,67,76,19:15:00,2017-10-08,2:07,economy,1J,117
121,5285926,AR1415,412,737,101,43,14:15:00,2017-11-06,2:07,economy,7E,117
122,5285926,CM1500,1889,738B738,95,28,15:00:00,2018-10-18,7:09,economy,5A,481
122,5285926,CM1130,1889,738B738,18,81,11:30:00,2018-11-08,7:09,economy,2A,481
123,5285926,UA2130,5209,763B763,16,67,21:30:00,2018-11-30,10:40,business,12C,1135
123,5285926,UA1130,5209,763B763,36,48,11:30:00,2018-12-17,10:40,economy,6H,735
124,5285926,LA1100,3200,320A320,66,29,11:00:00,2018-12-22,1:18,economy,3D,58
124,5285926,LA1815,3200,320A320,34,46,18:15:00,2018-12-28,1:18,business,13B,458
125,482158,UG2130,5085,AT7AT72,12,84,21:30:00,2012-10-02,0:58,economy,9J,33
125,482158,UG1045,5085,AT7AT72,68,37,10:45:00,2012-10-29,0:58,economy,7B,33
126,482158,LN0945,3258,CR9CRJ9,49,66,09:45:00,2014-07-31,1:35,economy,3H,78
126,482158,LN0930,3258,CR9CRJ9,3,55,09:30:00,2014-08-25,1:35,economy,6D,78
127,482158,BJ1900,3740,320A320,54,66,19:00:00,2018-12-28,2:26,business,33D,540
127,482158,BJ1530,3740,320A320,22,59,15:30:00,2019-01-15,2:26,business,16C,540
128,1361018,LH1300,3320,319A319,3,96,13:00:00,2014-02-05,4:29,economy,1H,289
128,1361018,LH1515,3320,319A319,29,96,15:15:00,2014-02-17,4:29,economy,5F,289
129,1361018,TU1715,4870,736B736,59,83,17:15:00,2015-08-14,2:30,business,14G,545
129,1361018,TU0745,4870,736B736,24,9,07:45:00,2015-08-24,2:30,business,11J,545
130,1361018,LH1830,3320,CR2CRJ2,44,41,18:30:00,2018-03-18,0:53,business,11H,427
130,1361018,LH1700,3320,CR2CRJ2,52,92,17:00:00,2018-04-14,0:53,business,25F,427
131,1361018,KE1330,3163,744B744,28,46,13:30:00,2018-11-09,11:07,business,12G,1169
131,1361018,KE1400,3163,744B744,84,18,14:00:00,2018-11-29,11:07,economy,8J,769
132,1361018,LH1215,3320,CR9CRJ9,51,20,12:15:00,2018-12-30,0:53,business,24I,427
132,1361018,LH1645,3320,CR9CRJ9,67,10,16:45:00,2019-01-30,0:53,economy,7E,27
133,929206,IG0630,3463,320A320,95,19,06:30:00,2014-06-16,2:07,business,17H,517
133,929206,IG1400,3463,320A320,45,17,14:00:00,2014-07-10,2:07,business,15A,517
134,929206,AB2145,214,320A320,15,34,21:45:00,2018-06-06,2:40,business,31G,557
134,929206,AB1330,214,320A320,1,61,13:30:00,2018-06-27,2:40,business,11G,557
135,929206,4U2115,2548,320A320,76,41,21:15:00,2018-12-23,4:20,economy,6E,278
135,929206,4U1145,2548,319A319,84,1,11:45:00,2019-01-15,4:20,business,36H,678
136,6094686,AT0745,4248,738B738,10,76,07:45:00,2012-01-25,2:49,business,41G,568
136,6094686,AT0730,4248,738B738,41,30,07:30:00,2012-02-14,2:49,economy,3I,168
137,6094686,AT1230,4248,738B738,62,67,12:30:00,2017-06-20,3:23,business,18I,609
137,6094686,AT1245,4248,738B738,33,80,12:45:00,2017-07-06,3:23,business,21B,609
138,8605103,W60800,5461,320A320,85,38,08:00:00,2017-08-31,3:02,business,20J,583
138,8605103,W61845,5461,320A320,16,41,18:45:00,2017-09-13,3:02,business,41I,583
139,8605103,FR1930,4296,738B738,72,52,19:30:00,2018-03-22,2:21,business,25C,534
139,8605103,FR1415,4296,738B738,90,99,14:15:00,2018-03-29,2:21,business,43E,534
